payment_id,tenant_id,due_date,payment_date,amount_due,amount_paid,late_fee,payment_status,payment_method,days_late,month_year
PAY002025,TEN0191,2024-08-23,2024-08-23,2402,2402.0,0.0,On Time,ACH,0,2024-08
PAY002026,TEN0191,2024-09-22,2024-09-23,2402,2402.0,0.0,On Time,ACH,0,2024-09
PAY002027,TEN0191,2024-10-22,2024-10-23,2402,2402.0,0.0,On Time,Credit Card,0,2024-10
PAY002028,TEN0192,2023-01-01,,1275,0.0,0.0,Failed,Check,27,2023-01
PAY002029,TEN0192,2023-01-31,2023-02-02,1275,1275.0,0.0,On Time,Credit Card,0,2023-01
PAY002030,TEN0192,2023-03-02,2023-03-04,1275,1275.0,0.0,On Time,ACH,0,2023-03
PAY002031,TEN0192,2023-04-01,2023-04-06,1275,1338.75,63.75,Late,ACH,5,2023-04
PAY002032,TEN0192,2023-05-01,2023-05-06,1275,1338.75,63.75,Late,ACH,5,2023-05
PAY002033,TEN0192,2023-05-31,2023-06-01,1275,1275.0,0.0,On Time,Check,0,2023-05
PAY002034,TEN0192,2023-06-30,2023-07-04,1275,1338.75,63.75,Late,Online Portal,4,2023-06
PAY002035,TEN0192,2023-07-30,2023-08-01,1275,1275.0,0.0,On Time,Credit Card,0,2023-07
PAY002036,TEN0192,2023-08-29,2023-08-30,1275,1275.0,0.0,On Time,Check,0,2023-08
PAY002037,TEN0193,2023-01-01,2023-01-01,1199,1199.0,0.0,On Time,Check,0,2023-01
PAY002038,TEN0193,2023-01-31,2023-02-01,1199,1199.0,0.0,On Time,ACH,0,2023-01
PAY002039,TEN0193,2023-03-02,2023-03-02,1199,1199.0,0.0,On Time,Online Portal,0,2023-03
PAY002040,TEN0194,2023-01-01,2023-01-02,3454,3454.0,0.0,On Time,Online Portal,0,2023-01
PAY002041,TEN0194,2023-01-31,2023-01-31,3454,3454.0,0.0,On Time,Online Portal,0,2023-01
PAY002042,TEN0194,2023-03-02,2023-03-04,3454,3454.0,0.0,On Time,Credit Card,0,2023-03
PAY002043,TEN0194,2023-04-01,2023-04-02,3454,3454.0,0.0,On Time,Online Portal,0,2023-04
PAY002044,TEN0194,2023-05-01,2023-05-01,3454,3454.0,0.0,On Time,Check,0,2023-05
PAY002045,TEN0194,2023-05-31,2023-05-31,3454,3454.0,0.0,On Time,Check,0,2023-05
PAY002046,TEN0194,2023-06-30,2023-07-02,3454,3454.0,0.0,On Time,ACH,0,2023-06
PAY002047,TEN0194,2023-07-30,2023-07-30,3454,3454.0,0.0,On Time,Check,0,2023-07
PAY002048,TEN0194,2023-08-29,2023-08-29,3454,3454.0,0.0,On Time,ACH,0,2023-08
PAY002049,TEN0194,2023-09-28,2023-09-28,3454,3454.0,0.0,On Time,Credit Card,0,2023-09
PAY002050,TEN0194,2023-10-28,2023-10-29,3454,3454.0,0.0,On Time,Check,0,2023-10
PAY002051,TEN0194,2023-11-27,2023-11-27,3454,3454.0,0.0,On Time,Online Portal,0,2023-11
PAY002052,TEN0194,2023-12-27,2023-12-27,3454,3454.0,0.0,On Time,ACH,0,2023-12
PAY002053,TEN0194,2024-01-26,2024-01-28,3454,3454.0,0.0,On Time,Check,0,2024-01
PAY002054,TEN0194,2024-02-25,2024-02-27,3454,3454.0,0.0,On Time,Credit Card,0,2024-02
PAY002055,TEN0195,2023-01-01,2023-01-02,2459,2459.0,0.0,On Time,Credit Card,0,2023-01
PAY002056,TEN0195,2023-01-31,2023-02-01,2459,2459.0,0.0,On Time,Check,0,2023-01
PAY002057,TEN0195,2023-03-02,2023-03-03,2459,2459.0,0.0,On Time,Credit Card,0,2023-03
PAY002058,TEN0195,2023-04-01,2023-04-03,2459,2459.0,0.0,On Time,ACH,0,2023-04
PAY002059,TEN0195,2023-05-01,2023-05-17,2459,2581.95,122.95,Late,Online Portal,16,2023-05
PAY002060,TEN0195,2023-05-31,2023-05-31,2459,2459.0,0.0,On Time,Check,0,2023-05
PAY002061,TEN0195,2023-06-30,2023-07-02,2459,2459.0,0.0,On Time,Check,0,2023-06
PAY002062,TEN0195,2023-07-30,2023-08-01,2459,2459.0,0.0,On Time,Check,0,2023-07
PAY002063,TEN0195,2023-08-29,2023-08-31,2459,2459.0,0.0,On Time,Check,0,2023-08
PAY002064,TEN0195,2023-09-28,2023-10-08,2459,2581.95,122.95,Late,Online Portal,10,2023-09
PAY002065,TEN0196,2023-01-01,2023-01-01,2392,2392.0,0.0,On Time,Credit Card,0,2023-01
PAY002066,TEN0196,2023-01-31,2023-02-01,2392,2392.0,0.0,On Time,Credit Card,0,2023-01
PAY002067,TEN0196,2023-03-02,2023-03-02,2392,2392.0,0.0,On Time,ACH,0,2023-03
PAY002068,TEN0196,2023-04-01,2023-04-03,2392,2392.0,0.0,On Time,Online Portal,0,2023-04
PAY002069,TEN0196,2023-05-01,2023-05-02,2392,2392.0,0.0,On Time,Online Portal,0,2023-05
PAY002070,TEN0196,2023-05-31,2023-05-31,2392,2392.0,0.0,On Time,Check,0,2023-05
PAY002071,TEN0197,2023-01-01,2023-01-02,2298,2298.0,0.0,On Time,ACH,0,2023-01
PAY002072,TEN0197,2023-01-31,2023-01-31,2298,2298.0,0.0,On Time,Credit Card,0,2023-01
PAY002073,TEN0197,2023-03-02,2023-03-04,2298,2298.0,0.0,On Time,Credit Card,0,2023-03
PAY002074,TEN0197,2023-04-01,2023-04-02,2298,2298.0,0.0,On Time,Check,0,2023-04
PAY002075,TEN0197,2023-05-01,2023-05-02,2298,2298.0,0.0,On Time,Online Portal,0,2023-05
PAY002076,TEN0197,2023-05-31,2023-06-02,2298,2298.0,0.0,On Time,ACH,0,2023-05
PAY002077,TEN0197,2023-06-30,2023-07-02,2298,2298.0,0.0,On Time,Online Portal,0,2023-06
PAY002078,TEN0197,2023-07-30,2023-08-01,2298,2298.0,0.0,On Time,Credit Card,0,2023-07
PAY002079,TEN0197,2023-08-29,2023-08-31,2298,2298.0,0.0,On Time,Online Portal,0,2023-08
PAY002080,TEN0197,2023-09-28,2023-09-30,2298,2298.0,0.0,On Time,Credit Card,0,2023-09
PAY002081,TEN0197,2023-10-28,2023-11-12,2298,2412.9,114.9,Late,Check,15,2023-10
PAY002082,TEN0197,2023-11-27,2023-11-30,2298,2412.9,114.9,Late,Credit Card,3,2023-11
PAY002083,TEN0197,2023-12-27,2024-01-06,2298,2412.9,114.9,Late,Credit Card,10,2023-12
PAY002084,TEN0197,2024-01-26,2024-01-27,2298,2298.0,0.0,On Time,ACH,0,2024-01
PAY002085,TEN0197,2024-02-25,2024-02-26,2298,2298.0,0.0,On Time,Credit Card,0,2024-02
PAY002086,TEN0199,2023-01-01,2023-01-03,3316,3316.0,0.0,On Time,ACH,0,2023-01
PAY002087,TEN0199,2023-01-31,2023-02-02,3316,3316.0,0.0,On Time,Credit Card,0,2023-01
PAY002088,TEN0199,2023-03-02,2023-03-02,3316,3316.0,0.0,On Time,Online Portal,0,2023-03
PAY002089,TEN0199,2023-04-01,2023-04-02,3316,3316.0,0.0,On Time,ACH,0,2023-04
PAY002090,TEN0199,2023-05-01,2023-05-02,3316,3316.0,0.0,On Time,Online Portal,0,2023-05
PAY002091,TEN0199,2023-05-31,2023-06-02,3316,3316.0,0.0,On Time,Check,0,2023-05
PAY002092,TEN0199,2023-06-30,2023-07-02,3316,3316.0,0.0,On Time,ACH,0,2023-06
PAY002093,TEN0199,2023-07-30,2023-08-01,3316,3316.0,0.0,On Time,Credit Card,0,2023-07
PAY002094,TEN0199,2023-08-29,2023-08-30,3316,3316.0,0.0,On Time,Check,0,2023-08
PAY002095,TEN0199,2023-09-28,2023-09-29,3316,3316.0,0.0,On Time,Credit Card,0,2023-09
PAY002096,TEN0199,2023-10-28,2023-10-28,3316,3316.0,0.0,On Time,Check,0,2023-10
PAY002097,TEN0199,2023-11-27,2023-11-27,3316,3316.0,0.0,On Time,ACH,0,2023-11
PAY002098,TEN0199,2023-12-27,2023-12-29,3316,3316.0,0.0,On Time,ACH,0,2023-12
PAY002099,TEN0199,2024-01-26,2024-01-28,3316,3316.0,0.0,On Time,Online Portal,0,2024-01
PAY002100,TEN0199,2024-02-25,2024-02-25,3316,3316.0,0.0,On Time,Check,0,2024-02
PAY002101,TEN0199,2024-03-26,2024-03-28,3316,3316.0,0.0,On Time,Credit Card,0,2024-03
PAY002102,TEN0199,2024-04-25,2024-04-25,3316,3316.0,0.0,On Time,Credit Card,0,2024-04
PAY002103,TEN0199,2024-05-25,2024-05-25,3316,3316.0,0.0,On Time,Check,0,2024-05
PAY002104,TEN0199,2024-06-24,2024-06-24,3316,3316.0,0.0,On Time,Online Portal,0,2024-06
PAY002105,TEN0199,2024-07-24,2024-07-24,3316,3316.0,0.0,On Time,Check,0,2024-07
PAY002106,TEN0199,2024-08-23,2024-08-25,3316,3316.0,0.0,On Time,Credit Card,0,2024-08
PAY002107,TEN0199,2024-09-22,2024-09-24,3316,3316.0,0.0,On Time,Online Portal,0,2024-09
PAY002108,TEN0199,2024-10-22,2024-10-23,3316,3316.0,0.0,On Time,Credit Card,0,2024-10
PAY002109,TEN0199,2024-11-21,2024-11-22,3316,3316.0,0.0,On Time,Credit Card,0,2024-11
PAY002110,TEN0200,2023-01-01,2023-01-03,2892,2892.0,0.0,On Time,Credit Card,0,2023-01
PAY002111,TEN0200,2023-01-31,2023-02-01,2892,2892.0,0.0,On Time,ACH,0,2023-01
PAY002112,TEN0200,2023-03-02,2023-03-06,2892,3036.6,144.6,Late,Check,4,2023-03
PAY002113,TEN0200,2023-04-01,2023-04-01,2892,2892.0,0.0,On Time,ACH,0,2023-04
PAY002114,TEN0200,2023-05-01,2023-05-02,2892,2892.0,0.0,On Time,Credit Card,0,2023-05
PAY002115,TEN0200,2023-05-31,2023-06-01,2892,2892.0,0.0,On Time,ACH,0,2023-05
PAY002116,TEN0200,2023-06-30,2023-06-30,2892,2892.0,0.0,On Time,Online Portal,0,2023-06
PAY002117,TEN0200,2023-07-30,2023-08-01,2892,2892.0,0.0,On Time,ACH,0,2023-07
PAY002118,TEN0200,2023-08-29,2023-08-29,2892,2892.0,0.0,On Time,Online Portal,0,2023-08
PAY002119,TEN0200,2023-09-28,2023-09-28,2892,2892.0,0.0,On Time,ACH,0,2023-09
PAY002120,TEN0200,2023-10-28,2023-10-30,2892,2892.0,0.0,On Time,Online Portal,0,2023-10
PAY002121,TEN0200,2023-11-27,2023-11-27,2892,2892.0,0.0,On Time,Credit Card,0,2023-11
PAY002122,TEN0200,2023-12-27,2023-12-28,2892,2892.0,0.0,On Time,Check,0,2023-12
PAY002123,TEN0201,2023-01-01,2023-01-02,2805,2805.0,0.0,On Time,ACH,0,2023-01
PAY002124,TEN0201,2023-01-31,2023-02-01,2805,2805.0,0.0,On Time,Online Portal,0,2023-01
PAY002125,TEN0201,2023-03-02,2023-03-03,2805,2805.0,0.0,On Time,ACH,0,2023-03
PAY002126,TEN0201,2023-04-01,2023-04-03,2805,2805.0,0.0,On Time,Online Portal,0,2023-04
PAY002127,TEN0201,2023-05-01,2023-05-02,2805,2805.0,0.0,On Time,Online Portal,0,2023-05
PAY002128,TEN0201,2023-05-31,2023-05-31,2805,2805.0,0.0,On Time,Check,0,2023-05
PAY002129,TEN0201,2023-06-30,2023-07-01,2805,2805.0,0.0,On Time,Check,0,2023-06
PAY002130,TEN0201,2023-07-30,2023-07-31,2805,2805.0,0.0,On Time,Credit Card,0,2023-07
PAY002131,TEN0201,2023-08-29,2023-08-29,2805,2805.0,0.0,On Time,Online Portal,0,2023-08
PAY002132,TEN0201,2023-09-28,2023-09-28,2805,2805.0,0.0,On Time,Online Portal,0,2023-09
PAY002133,TEN0201,2023-10-28,2023-10-28,2805,2805.0,0.0,On Time,Check,0,2023-10
PAY002134,TEN0201,2023-11-27,2023-11-27,2805,2805.0,0.0,On Time,Check,0,2023-11
PAY002135,TEN0201,2023-12-27,2024-01-07,2805,2945.25,140.25,Late,Online Portal,11,2023-12
PAY002136,TEN0201,2024-01-26,2024-01-26,2805,2805.0,0.0,On Time,ACH,0,2024-01
PAY002137,TEN0202,2023-01-01,2023-01-09,1359,1426.95,67.95,Late,Check,8,2023-01
PAY002138,TEN0202,2023-01-31,2023-02-02,1359,1359.0,0.0,On Time,Online Portal,0,2023-01
PAY002139,TEN0202,2023-03-02,2023-03-03,1359,1359.0,0.0,On Time,Check,0,2023-03
PAY002140,TEN0202,2023-04-01,2023-04-03,1359,1359.0,0.0,On Time,Check,0,2023-04
PAY002141,TEN0202,2023-05-01,2023-05-01,1359,1359.0,0.0,On Time,Credit Card,0,2023-05
PAY002142,TEN0202,2023-05-31,2023-06-01,1359,1359.0,0.0,On Time,ACH,0,2023-05
PAY002143,TEN0202,2023-06-30,2023-06-30,1359,1359.0,0.0,On Time,ACH,0,2023-06
PAY002144,TEN0202,2023-07-30,2023-07-31,1359,1359.0,0.0,On Time,Online Portal,0,2023-07
PAY002145,TEN0202,2023-08-29,2023-08-31,1359,1359.0,0.0,On Time,Online Portal,0,2023-08
PAY002146,TEN0202,2023-09-28,2023-09-29,1359,1359.0,0.0,On Time,Credit Card,0,2023-09
PAY002147,TEN0202,2023-10-28,2023-10-30,1359,1359.0,0.0,On Time,Check,0,2023-10
PAY002148,TEN0202,2023-11-27,2023-11-29,1359,1359.0,0.0,On Time,ACH,0,2023-11
PAY002149,TEN0202,2023-12-27,2023-12-27,1359,1359.0,0.0,On Time,Credit Card,0,2023-12
PAY002150,TEN0202,2024-01-26,2024-01-27,1359,1359.0,0.0,On Time,Online Portal,0,2024-01
PAY002151,TEN0202,2024-02-25,2024-02-25,1359,1359.0,0.0,On Time,Credit Card,0,2024-02
PAY002152,TEN0202,2024-03-26,2024-03-26,1359,1359.0,0.0,On Time,Check,0,2024-03
PAY002153,TEN0203,2023-01-01,2023-01-01,3115,3115.0,0.0,On Time,Online Portal,0,2023-01
PAY002154,TEN0203,2023-01-31,2023-02-15,3115,3270.75,155.75,Late,Check,15,2023-01
PAY002155,TEN0203,2023-03-02,2023-03-02,3115,3115.0,0.0,On Time,Check,0,2023-03
PAY002156,TEN0203,2023-04-01,2023-04-02,3115,3115.0,0.0,On Time,Credit Card,0,2023-04
PAY002157,TEN0203,2023-05-01,2023-05-13,3115,3270.75,155.75,Late,Credit Card,12,2023-05
PAY002158,TEN0203,2023-05-31,2023-06-17,3115,3270.75,155.75,Late,Check,17,2023-05
PAY002159,TEN0203,2023-06-30,2023-07-11,3115,3270.75,155.75,Late,ACH,11,2023-06
PAY002160,TEN0203,2023-07-30,2023-08-01,3115,3115.0,0.0,On Time,Credit Card,0,2023-07
PAY002161,TEN0203,2023-08-29,2023-09-07,3115,3270.75,155.75,Late,Check,9,2023-08
PAY002162,TEN0203,2023-09-28,2023-10-02,3115,3270.75,155.75,Late,Check,4,2023-09
PAY002163,TEN0203,2023-10-28,2023-11-26,3115,3270.75,155.75,Late,Credit Card,29,2023-10
PAY002164,TEN0203,2023-11-27,2023-12-18,3115,3270.75,155.75,Late,Online Portal,21,2023-11
PAY002165,TEN0204,2023-01-01,2023-01-02,3116,3116.0,0.0,On Time,Credit Card,0,2023-01
PAY002166,TEN0204,2023-01-31,2023-02-02,3116,3116.0,0.0,On Time,ACH,0,2023-01
PAY002167,TEN0204,2023-03-02,2023-03-03,3116,3116.0,0.0,On Time,Online Portal,0,2023-03
PAY002168,TEN0204,2023-04-01,2023-04-01,3116,3116.0,0.0,On Time,Credit Card,0,2023-04
PAY002169,TEN0204,2023-05-01,2023-05-01,3116,3116.0,0.0,On Time,Credit Card,0,2023-05
PAY002170,TEN0204,2023-05-31,2023-06-02,3116,3116.0,0.0,On Time,Check,0,2023-05
PAY002171,TEN0204,2023-06-30,2023-07-01,3116,3116.0,0.0,On Time,Check,0,2023-06
PAY002172,TEN0204,2023-07-30,2023-07-31,3116,3116.0,0.0,On Time,Online Portal,0,2023-07
PAY002173,TEN0204,2023-08-29,2023-08-31,3116,3116.0,0.0,On Time,ACH,0,2023-08
PAY002174,TEN0204,2023-09-28,2023-09-29,3116,3116.0,0.0,On Time,ACH,0,2023-09
PAY002175,TEN0204,2023-10-28,2023-10-30,3116,3116.0,0.0,On Time,Credit Card,0,2023-10
PAY002176,TEN0204,2023-11-27,2023-11-29,3116,3116.0,0.0,On Time,ACH,0,2023-11
PAY002177,TEN0204,2023-12-27,2023-12-29,3116,3116.0,0.0,On Time,ACH,0,2023-12
PAY002178,TEN0204,2024-01-26,2024-01-28,3116,3116.0,0.0,On Time,Online Portal,0,2024-01
PAY002179,TEN0204,2024-02-25,2024-02-25,3116,3116.0,0.0,On Time,Check,0,2024-02
PAY002180,TEN0204,2024-03-26,2024-03-26,3116,3116.0,0.0,On Time,Online Portal,0,2024-03
PAY002181,TEN0204,2024-04-25,2024-04-27,3116,3116.0,0.0,On Time,Online Portal,0,2024-04
PAY002182,TEN0204,2024-05-25,2024-05-25,3116,3116.0,0.0,On Time,ACH,0,2024-05
PAY002183,TEN0204,2024-06-24,2024-06-26,3116,3116.0,0.0,On Time,Check,0,2024-06
PAY002184,TEN0205,2023-01-01,2023-01-02,2607,2607.0,0.0,On Time,Check,0,2023-01
PAY002185,TEN0205,2023-01-31,2023-01-31,2607,2607.0,0.0,On Time,Online Portal,0,2023-01
PAY002186,TEN0205,2023-03-02,2023-03-04,2607,2607.0,0.0,On Time,Online Portal,0,2023-03
PAY002187,TEN0208,2023-01-01,2023-01-03,3244,3244.0,0.0,On Time,Credit Card,0,2023-01
PAY002188,TEN0208,2023-01-31,2023-02-02,3244,3244.0,0.0,On Time,Check,0,2023-01
PAY002189,TEN0208,2023-03-02,2023-03-02,3244,3244.0,0.0,On Time,Credit Card,0,2023-03
PAY002190,TEN0208,2023-04-01,2023-04-02,3244,3244.0,0.0,On Time,Online Portal,0,2023-04
PAY002191,TEN0208,2023-05-01,2023-05-03,3244,3244.0,0.0,On Time,Online Portal,0,2023-05
PAY002192,TEN0208,2023-05-31,2023-05-31,3244,3244.0,0.0,On Time,ACH,0,2023-05
PAY002193,TEN0208,2023-06-30,2023-07-01,3244,3244.0,0.0,On Time,Online Portal,0,2023-06
PAY002194,TEN0208,2023-07-30,2023-07-31,3244,3244.0,0.0,On Time,Check,0,2023-07
PAY002195,TEN0208,2023-08-29,2023-08-29,3244,3244.0,0.0,On Time,Check,0,2023-08
PAY002196,TEN0208,2023-09-28,2023-09-29,3244,3244.0,0.0,On Time,ACH,0,2023-09
PAY002197,TEN0208,2023-10-28,2023-10-29,3244,3244.0,0.0,On Time,Check,0,2023-10
PAY002198,TEN0208,2023-11-27,2023-11-28,3244,3244.0,0.0,On Time,Online Portal,0,2023-11
PAY002199,TEN0208,2023-12-27,2023-12-29,3244,3244.0,0.0,On Time,Check,0,2023-12
PAY002200,TEN0208,2024-01-26,2024-01-27,3244,3244.0,0.0,On Time,Check,0,2024-01
PAY002201,TEN0208,2024-02-25,2024-02-26,3244,3244.0,0.0,On Time,ACH,0,2024-02
PAY002202,TEN0208,2024-03-26,2024-03-27,3244,3244.0,0.0,On Time,Credit Card,0,2024-03
PAY002203,TEN0208,2024-04-25,2024-04-26,3244,3244.0,0.0,On Time,Online Portal,0,2024-04
PAY002204,TEN0208,2024-05-25,2024-05-26,3244,3244.0,0.0,On Time,Online Portal,0,2024-05
PAY002205,TEN0208,2024-06-24,2024-06-24,3244,3244.0,0.0,On Time,Credit Card,0,2024-06
PAY002206,TEN0208,2024-07-24,2024-07-24,3244,3244.0,0.0,On Time,Credit Card,0,2024-07
PAY002207,TEN0208,2024-08-23,2024-08-23,3244,3244.0,0.0,On Time,Credit Card,0,2024-08
PAY002208,TEN0208,2024-09-22,2024-09-22,3244,3244.0,0.0,On Time,Check,0,2024-09
PAY002209,TEN0208,2024-10-22,2024-10-24,3244,3244.0,0.0,On Time,ACH,0,2024-10
PAY002210,TEN0209,2023-01-01,2023-01-01,1042,1042.0,0.0,On Time,ACH,0,2023-01
PAY002211,TEN0209,2023-01-31,2023-01-31,1042,1042.0,0.0,On Time,Online Portal,0,2023-01
PAY002212,TEN0209,2023-03-02,2023-03-04,1042,1042.0,0.0,On Time,Credit Card,0,2023-03
PAY002213,TEN0209,2023-04-01,2023-04-03,1042,1042.0,0.0,On Time,ACH,0,2023-04
PAY002214,TEN0209,2023-05-01,2023-05-03,1042,1042.0,0.0,On Time,Check,0,2023-05
PAY002215,TEN0209,2023-05-31,2023-05-31,1042,1042.0,0.0,On Time,Check,0,2023-05
PAY002216,TEN0209,2023-06-30,2023-07-01,1042,1042.0,0.0,On Time,Check,0,2023-06
PAY002217,TEN0209,2023-07-30,2023-07-30,1042,1042.0,0.0,On Time,Credit Card,0,2023-07
PAY002218,TEN0209,2023-08-29,2023-08-29,1042,1042.0,0.0,On Time,Check,0,2023-08
PAY002219,TEN0209,2023-09-28,2023-09-28,1042,1042.0,0.0,On Time,ACH,0,2023-09
PAY002220,TEN0209,2023-10-28,2023-10-30,1042,1042.0,0.0,On Time,ACH,0,2023-10
PAY002221,TEN0209,2023-11-27,2023-11-28,1042,1042.0,0.0,On Time,ACH,0,2023-11
PAY002222,TEN0209,2023-12-27,2023-12-28,1042,1042.0,0.0,On Time,ACH,0,2023-12
PAY002223,TEN0209,2024-01-26,2024-01-28,1042,1042.0,0.0,On Time,Check,0,2024-01
PAY002224,TEN0209,2024-02-25,2024-03-22,1042,1094.1,52.1,Late,Online Portal,26,2024-02
PAY002225,TEN0209,2024-03-26,2024-03-26,1042,1042.0,0.0,On Time,Credit Card,0,2024-03
PAY002226,TEN0209,2024-04-25,2024-04-25,1042,1042.0,0.0,On Time,ACH,0,2024-04
PAY002227,TEN0209,2024-05-25,2024-05-27,1042,1042.0,0.0,On Time,Online Portal,0,2024-05
PAY002228,TEN0209,2024-06-24,2024-07-20,1042,1094.1,52.1,Late,Check,26,2024-06
PAY002229,TEN0209,2024-07-24,2024-07-26,1042,1042.0,0.0,On Time,Online Portal,0,2024-07
PAY002230,TEN0209,2024-08-23,2024-08-25,1042,1042.0,0.0,On Time,Credit Card,0,2024-08
PAY002231,TEN0209,2024-09-22,2024-09-23,1042,1042.0,0.0,On Time,ACH,0,2024-09
PAY002232,TEN0210,2023-01-01,2023-01-01,3165,3165.0,0.0,On Time,ACH,0,2023-01
PAY002233,TEN0210,2023-01-31,2023-02-02,3165,3165.0,0.0,On Time,Online Portal,0,2023-01
PAY002234,TEN0210,2023-03-02,2023-03-03,3165,3165.0,0.0,On Time,ACH,0,2023-03
PAY002235,TEN0210,2023-04-01,2023-04-17,3165,3323.25,158.25,Late,Online Portal,16,2023-04
PAY002236,TEN0210,2023-05-01,2023-05-03,3165,3165.0,0.0,On Time,Check,0,2023-05
PAY002237,TEN0210,2023-05-31,2023-06-01,3165,3165.0,0.0,On Time,Online Portal,0,2023-05
PAY002238,TEN0210,2023-06-30,2023-07-02,3165,3165.0,0.0,On Time,ACH,0,2023-06
PAY002239,TEN0210,2023-07-30,2023-08-01,3165,3165.0,0.0,On Time,ACH,0,2023-07
PAY002240,TEN0210,2023-08-29,2023-08-29,3165,3165.0,0.0,On Time,Online Portal,0,2023-08
PAY002241,TEN0210,2023-09-28,2023-09-30,3165,3165.0,0.0,On Time,ACH,0,2023-09
PAY002242,TEN0210,2023-10-28,2023-10-29,3165,3165.0,0.0,On Time,Check,0,2023-10
PAY002243,TEN0210,2023-11-27,2023-11-27,3165,3165.0,0.0,On Time,ACH,0,2023-11
PAY002244,TEN0212,2023-01-01,2023-01-02,1059,1059.0,0.0,On Time,Check,0,2023-01
PAY002245,TEN0212,2023-01-31,2023-02-01,1059,1059.0,0.0,On Time,Online Portal,0,2023-01
PAY002246,TEN0212,2023-03-02,2023-03-04,1059,1059.0,0.0,On Time,Check,0,2023-03
PAY002247,TEN0212,2023-04-01,2023-04-02,1059,1059.0,0.0,On Time,Credit Card,0,2023-04
PAY002248,TEN0212,2023-05-01,2023-05-03,1059,1059.0,0.0,On Time,Credit Card,0,2023-05
PAY002249,TEN0212,2023-05-31,2023-05-31,1059,1059.0,0.0,On Time,Credit Card,0,2023-05
PAY002250,TEN0212,2023-06-30,2023-07-02,1059,1059.0,0.0,On Time,Online Portal,0,2023-06
PAY002251,TEN0212,2023-07-30,2023-07-31,1059,1059.0,0.0,On Time,Check,0,2023-07
PAY002252,TEN0212,2023-08-29,2023-08-30,1059,1059.0,0.0,On Time,Online Portal,0,2023-08
PAY002253,TEN0212,2023-09-28,2023-09-30,1059,1059.0,0.0,On Time,Check,0,2023-09
PAY002254,TEN0212,2023-10-28,2023-10-30,1059,1059.0,0.0,On Time,Online Portal,0,2023-10
PAY002255,TEN0212,2023-11-27,2023-11-29,1059,1059.0,0.0,On Time,ACH,0,2023-11
PAY002256,TEN0212,2023-12-27,2023-12-28,1059,1059.0,0.0,On Time,ACH,0,2023-12
PAY002257,TEN0212,2024-01-26,2024-01-26,1059,1059.0,0.0,On Time,Check,0,2024-01
PAY002258,TEN0212,2024-02-25,2024-02-25,1059,1059.0,0.0,On Time,Check,0,2024-02
PAY002259,TEN0212,2024-03-26,2024-03-26,1059,1059.0,0.0,On Time,ACH,0,2024-03
PAY002260,TEN0212,2024-04-25,2024-04-26,1059,1059.0,0.0,On Time,Check,0,2024-04
PAY002261,TEN0212,2024-05-25,2024-05-27,1059,1059.0,0.0,On Time,Online Portal,0,2024-05
PAY002262,TEN0212,2024-06-24,2024-06-26,1059,1059.0,0.0,On Time,Online Portal,0,2024-06
PAY002263,TEN0212,2024-07-24,2024-07-25,1059,1059.0,0.0,On Time,ACH,0,2024-07
PAY002264,TEN0213,2023-01-01,2023-01-03,3118,3118.0,0.0,On Time,Credit Card,0,2023-01
PAY002265,TEN0213,2023-01-31,2023-02-02,3118,3118.0,0.0,On Time,Credit Card,0,2023-01
PAY002266,TEN0213,2023-03-02,2023-03-02,3118,3118.0,0.0,On Time,Check,0,2023-03
PAY002267,TEN0213,2023-04-01,2023-04-03,3118,3118.0,0.0,On Time,Check,0,2023-04
PAY002268,TEN0213,2023-05-01,2023-05-03,3118,3118.0,0.0,On Time,Credit Card,0,2023-05
PAY002269,TEN0213,2023-05-31,2023-06-01,3118,3118.0,0.0,On Time,Online Portal,0,2023-05
PAY002270,TEN0213,2023-06-30,2023-07-01,3118,3118.0,0.0,On Time,Check,0,2023-06
PAY002271,TEN0213,2023-07-30,2023-08-24,3118,3273.9,155.9,Late,ACH,25,2023-07
PAY002272,TEN0213,2023-08-29,2023-08-29,3118,3118.0,0.0,On Time,Check,0,2023-08
PAY002273,TEN0213,2023-09-28,2023-09-28,3118,3118.0,0.0,On Time,Credit Card,0,2023-09
PAY002274,TEN0213,2023-10-28,2023-10-28,3118,3118.0,0.0,On Time,ACH,0,2023-10
PAY002275,TEN0213,2023-11-27,2023-11-28,3118,3118.0,0.0,On Time,ACH,0,2023-11
PAY002276,TEN0213,2023-12-27,2024-01-13,3118,3273.9,155.9,Late,ACH,17,2023-12
PAY002277,TEN0213,2024-01-26,2024-01-28,3118,3118.0,0.0,On Time,Check,0,2024-01
PAY002278,TEN0213,2024-02-25,2024-02-25,3118,3118.0,0.0,On Time,Check,0,2024-02
PAY002279,TEN0213,2024-03-26,2024-04-24,3118,3273.9,155.9,Late,Online Portal,29,2024-03
PAY002280,TEN0214,2023-01-01,2023-01-02,2607,2607.0,0.0,On Time,Online Portal,0,2023-01
PAY002281,TEN0214,2023-01-31,2023-02-02,2607,2607.0,0.0,On Time,Check,0,2023-01
PAY002282,TEN0214,2023-03-02,2023-03-09,2607,2737.35,130.35,Late,Check,7,2023-03
PAY002283,TEN0214,2023-04-01,2023-04-12,2607,2737.35,130.35,Late,Check,11,2023-04
PAY002284,TEN0214,2023-05-01,2023-05-03,2607,2607.0,0.0,On Time,Online Portal,0,2023-05
